@relation taptap_reviews

@attribute text string
@attribute class {pos,neg}

@data
'剧本 常见 故事 演出 无敌 结合 起来 质变 希望 保持 下去 声骸 养成 太难受 我大月 卡 玩家 缺 素材 希望 周年 庆能 优化 一块',pos
'真的 好玩 求 复刻 曲娘',pos
'还好 讣告 我爱你',pos
'爆率',pos
'垃圾 想要 牌 不来 新手 玩家 太有',neg
'非常 抽奖 看运气',pos
'可玩性 行 模组 挺 大多 需要 氪 更新 新 移动 UI 界面 老 UI 拉爆 几条 街 官方 没有 老 UI 保存 直接 删',pos
'一星 丹恒 一星 饮 月 非常 推荐 新手 入坑 老 玩家 回坑 推荐 现阶段 数值 膨胀 十分 严重 流萤 当初 刚出 辉煌 一下 没过多久 刮痧 没想 写 正经 东西 强度 党 游戏 c 现在 换得 很勤 养成 成本 非常 现在 感觉 游戏 来到 一个 逼 氪 局面 逼 下池 抽新 角色 新 角色 没养 一看 退 环境 xp 党 极度 建议 入坑 官方 二 周年 直接 三个 老 限定 角色 加入 常驻 取消 限定 角色 限定 资格 两个 之前 限定 角色 免费送 角色 厨 自推花 时间 精力 钱算 保证 新 限定 角色 后面 不会 取消 限定 加入 常驻 或者说 免费送 如果说 新人 玩家 更 快 适应 请问 新 角色 加 常驻 免费送 想 新 角色 捞钱 命苦 老 玩家 建议 现在 直接 停 氪 反正 跟不上 版本 准备 卸 游戏 饮 月 厨 很难 保证 后面 直接 送哈 花 钱 现在 只想 说 退钱 平衡性 稀烂',neg
'知道 问题 游戏 问题 玩 有点 难受 可能 好久没 玩 这种 类型 音游 自我感觉 但曲 库里 歌 丰富 千本 樱 角色 立绘 建模 角色 类型 很多',pos
'肝 氪 保底 抽出来 01 阮梅 版本 免费送 11 刃 版本 进 常驻 hello 请问 专票 抽 意义 平衡性 数值 膨胀 别太 离谱 希儿 刃 数值 敢 闻 一下 养到 毕业 量子 战舰 投入 现在 当仓管 gun',neg
'非常 好玩 蛋仔 可爱',neg
'好玩 建议 皮肤 太贵',pos
'新人 没人带 玩 王者 游戏性 真 挑人 多数 真的 几乎 没有 虐 虐 极端 组排 说 社区 癫公颠婆 一堆 cp 吵吵',neg
'兄弟 兄弟 没尝过 尝尝 小学 完 mc 盗版 比起 网易 真的 好太多 以前 一玩 一天 后面 工作 平时 没什么 时间 明天 放假 想着 哥们 继续 完 喜欢 模组 世遗 一进 游戏 发现 改成 横版 有点 惊喜 一到 游戏 里 好好 操作 键位 改成 蒙 调错 调 一下 放心 一共 三 坨',neg
'资源 乱用 主线 推 抽卡 没 规划 每个 池子 没有 抽 油多 买 咖喱 没油 干瞪眼 照样 玩 毕竟 玩法 主要 收集 皮肤 可能 不会 玩 想 玩 开心',pos
'非常 优化 配置 要求 不高 角色 好看 打击 感 不错 操作 难度 下限 比较 低 画面 音乐 非常 不错 理想 中 游戏',pos
'玩意 联机',pos
'陆沉 喜欢 资源 获取 比较',pos
'削弱 沙虫 毒狗',pos
'闪退 以前 没有 情况 更新 竟然 miku 返场 日期 知道 是不是 bug',pos
'确实 不错 后面 会 无聊 动力 角色 没有 人能 拒绝',pos
'不耐玩 老是 担心 玩 玩 玩死 副 游 合格 剧情 有时候 蒸 有时候 水 牢 引擎 bug 怪物 飞 出 地图 外 伊什梅尔 衣服 bug 露西亚 赛高',pos
'玩电脑 端的 评论 手机 看不惯 鸣式 压 评分 游戏 质量 开服 逆天 剧情 改 官方 会 听 玩家 建议 改善 游戏 只会 哭 点 蚊子 腿 希望 鸣潮 越来越',pos
'原来 爱是 坠落 黄昏 缝隙 意义 流浪 抱住 踏实 坠落',pos
'二游里 会 丑 新年 限定 人麻',neg
'游戏 剧情 创意 手感 行 游戏性 太低 玩 几个 小时 没什么 玩',pos
'诗寇 蒂 保底 吃 饱 真',pos
'游戏 节奏 非常 操作 细节 包 袭击 枪械 还原 度 100 战术 多样性 还行 四年 老 玩家 款 游戏 希望 越来越',pos
'连续 登录 没有 断过 开 服老 登 前来 强答 一波 个人 体验 上班族 挂机 无须 过多 操作 永远 最舒服 玩 刷 圣 遗物 那套 解放 双手 崩铁 肯定 比原 神要 舒服 缺少 手部 乘区 导致 膨胀 速度 更快 自然 会 只能 说 个人 选择 反正 觉得 还行 可玩性 回合制 箱庭 可玩 内容 相对 会少 够 玩 平时 刷刷 遗器 活动 玩个 半小时 强度 刚刚 比起 硬钢 操作 更 喜欢 动动脑 子 策略 画面 音乐 手游 音乐 个人感觉 最顶 米 鹰角 可能 是因为 玩 几个 游戏 里 俩 比较 出 圈 画面 第一 梯队 应该 没 问题 运营 服务 混 奇形怪状 圈子 个人 体验 没 感觉 太大 问题 非 要说 膨胀 回合制 可不 膨胀 属性 出完 一圈 出伤 方式 出 一圈 膨胀 卖卡 逻辑 理解 公司 饿死 体验 零 氪 玩家 起码 现在 接得 住 可能 倦怠 登录 永远 登录 起码 现在 感觉 肝 氪 度 零 氪 开服 第一次 满星 深渊 记忆 中 没断 一次 认为 氪 度 还行 肝度 反正 上班 地铁 上刷 完 200 点 体力 拿满 奖励 下线 第二天 早上 重复 反正 觉得 不肝',pos
'游戏 BUG 有点 希望 修复',pos
'好玩 全是 额外 购买 联动 包',pos
'博弈 魅力 操作 细腻 极致 骗 细节 奥义 老弟 压力 长门 极意',pos
'希望 丝之歌 之前 玩到 代',pos
'感觉 越来越 不对头',pos
'手感 属于 数一数二 拉基 超 四十五度 倾斜 hold 尾粉键 绝对 判定 不上 对标 pjsk 纯纯 依托 mygo 加一星',neg
'存款 1000 玩',pos
'一个 散厨 魈 厨 官方 极其 不满 懂得 懂 玩原 神后 肝 最长 时间 最少 原石 游 逼 磕 钱 磕 500 充 500 送 500 那种 抽 命 芙 芙 真的 冤大头 更 磕 钱 前 垫 70 抽 磕 钱 再次 告诉 游戏 磕钱 无底洞 花钱 大爷 新出 皮肤 懂 现在 原神 真的 太火 飘 官方 玩家 面前 装死 常态 可怜 推 手里 受委屈',neg
'19 年入 坑 牢 玩家 昨天 完全 程 所谓 特别 情报 会 之后 感觉 失望 服务器 问题 骂 这么久 优化 忍者 重做 优化 老 忍者 玩家 画饼 忍者 平衡性 画饼 具体 没 细说 调整 哪几个 说 解决 陈年 bug 早 干嘛 猿 魔 不加 暴击 几年 修 回答 美术 投入 血包 问题 蛤蟆 广 回应 说同 类型 项目 策划 口 嗨 火影 认真 投入 只能 用广哥 话 回答 乐 隔壁 质量 看不见 高招 质量 展示 制作 精良 点券 破面 送 福利 方面 百战 鼬 漂泊 琳 泉奈 本来 免费送 一万 金币 不玩 战力 萌新 没通 主线 根本 不满 直播 无疑 非常 失败 假装 弹幕 实际上 根本 没 开 直播 带货 讲解 忍者 时间 回应 问题 长 直播 彩排 流出 彩排 糊弄 玩家 很多 问题 没有 回应 攒 忍者 周期长 花 198 买忍 法帖 肝 四个 月 mf 觉得 日活 好玩 四个 月 出 削 补老忍 法帖 问题 没 回应 不能 明确 说 一下 做 忍者 策划 别得 点 蝇头小利 失忆 喷 饕餮 白绝 全服 发放 福利 少 一份 学生 时代 已经 进入 社会 以后 玩火 影 时间 越来越少 关服 希望 mf 满意 结局',neg
'抓到 开挂 不让 玩 一直 卡 抓到',neg
'胡乱 封号 刚 回归 直接 突破 成为 封号 斗罗',neg
'一星 差评 手法 操作 一局 下来 没有 队友 沟通 配合 很难 赢',neg
'算不上 游戏 一个 故事 优秀 剧情 故事',pos
'策划 画饼 魔方 可不',neg
'非常 好玩 有点 容易 红温',pos
'太肝 活动 少 耗时',pos
'网易 真是 想 钱 想 疯 一个 模组 一个 皮肤 卖 贵',neg
'游戏 建模 设计 不错 有点 氪 金 现传图 挺 玩 幻塔 卖 皮肤 增加 互动',pos
'开服 玩家 氪 千把 块 今年 回坑 体验 最差 剧情 更得慢 质量 咋样 池子 安排 越来越 逼 氪 感觉 真情实感 终究 一场 生意',neg
'忍界 大战 没有 结束',neg
'魔方 回应 寂寞 区别对待 一点 不说 懒 喷 态度 真差',neg
'爱 阿波 尼亚 爱爱莉 希雅 爱卡莲 爱芽衣 爱琪 亚娜 爱女 武神 爱 乐土 十三 英桀 坚持 玩 这么久 现在 觉得 越来越 玩 下去 感觉 肝 氪 每天 坐牢 剧情 越来越 看不懂 福利 明着 暗着 克扣 卖 情怀 不想 说 游戏 坏 三颗 星 一颗 星给 曾经 热爱 崩坏 三 一颗 星给 休 伯利安 舰上 女 武神 剩下 一颗 星给 爱 十三 英桀 最后 想 说 一句 真的 推荐 新人 入坑 具体 原因 问问 老 玩家 知道 说 选择 离开 没 必要 太 怨言 坏话',pos
'好玩 知道 没有 办法 联机 点击 游戏 上传 地图 一直 动',pos
'好玩 逃出 惊魂 夜 上瘾 有时候 技术 太行 追捕 黑 晒 伤感',pos
'一直 闪退 重新 下载 之后 不行',neg
'真心 挺不错 一个 版本 打打 日常 做做 每周 基本 保底 一个 新 角色 剧情 方面 月 更 小说 个人 挺 喜欢 立绘 建模 剧情 CG 挺 喜欢 建模 越来越 精细 单纯 七实 面部 处理 看出 很大 进步 画面 音乐 一种 动态 漫 感觉 个人 喜欢 这种 风格 可玩性 前期 精力 可能 投入 比较 后期 长草 之后 当做 月 更 小说 来看',pos
'剧情 站 桩 PV 主控 声带 失踪 很久 策划 运营 一坨 玩家 诉求 不予 回应 态度 傲慢 等等等等 一堆 懒得 一一列举',neg
'最近 更新 打分 说 为啥 更新 疾跑 有时候 挖个 方块 掉 想 干',neg
'老师 发声 发声 没 做 历史 界面 直接 不让 进去 我操 只能 卸载 重新 下载 重新 更新 真的 很无语 老师 懂 八点钟 玩 登上 现在 玩 登 上去 见面 直接 没有 重新 下载 重新 更新 真的 很无语 看见 一个 喜欢 角色 一个 剧情 老师 剪 想 体验 一下 进不去 真的 逆水 寒 应该 庆幸 马上 纸 嫁衣 联动 不然的话 真的 不想 玩 熬 这么久 联动 崩溃 我天',pos
'零 氪 玩到 奥林 波斯 真的 玩不动',pos
'角色 分 三六九等 你游 独 一档 祝早 私',neg
'2025 日编 新卡 迭代 如割 韭 旧主 饮泪 成弃 偶 数值 飙至 九重霄 深渊 血条赛 天高 光锥 队友 连环套 三位一体 钱包 薅 愿赌服输 文案 嘲 抽卡 赎罪 成 笑料 剧情 注水 谜题 绕 泰坦 史诗 变 草稿 PPT 里演 悲欢 解谜 三 日落 长草 遗器 坐牢 刷 老 零 氪 退场 月 卡 逃 列车 早失 银河 梦 资本 轨上 画地为牢 以下 之前 评价 想不到 已经 三个 月 中间 一直 玩 没有 停 现在 混沌 10 打满 仙舟 回忆 打满 终于 真正 评价 评价 其实 发现 铁道 福利 隔壁 原神 好多 目前 看来 每个 版本 免费 十 就够 武器 池 比原 良心 目前 等级 66 角色 练度 不算 高 大小 月 卡党 双倍 一个 没 动 体验 深渊 难度 玩法 体验 不像 开服 浅显 认为 没有 可玩性 肝 氪 度 肝度 比原 神要 轻 很多 没 收集 要素 资源 比较 匮乏 拉长 养成 时间 刷 体力 挂 自动 没 肝 氪 金度 客观 来讲 一个 回合制 二游 铁道 价格 便宜 主观 来看 星铁 角色 质量 剧情 演出 完全 价格 崩铁 福利 一点 零 氪 党 依然 很难 每个 版本 一个 保底 加上 大小 保底 机制 大概 池子 拿到 想要 角色 部分 特别 欧 考虑 在内 原神 不同 一点 常驻 角色 实用性 原神 常驻 角色 有用 感觉 有莫娜 四命琴 提纳里 永冻 下位 首选 减风抗 以前 魈 提纳里 强度 合格 搭配 八重 草神 算 玩 舒服 高命 只能 说 常驻 强 不能 限定 角色 高命 竞速 队 首选 角色 比较 考验 玩家 厨力 迪希雅 有点 未来 期 看枫丹 环境 分割线 以下 五月 初 评论 代表 现在 仅为 抽卡 破防 记录 悲 希尔 歪 想 想 几天 前妮露 歪 刻 晴 一分 嫌多 昨天 五分 评分 居然 高 眼 隔壁 原神 努 努力 远不如 三年 前 水友 开服 暴死 快 进到 活 半年 gt 活 一年 gt 崩坏 12306 是不是 要凉 gt 绝区 零 到达 崩坏 12306 水平 评论 只能 说 适合 米家 游戏 群体 没有 米哈 游 想象 说 游戏 演出 画面 在手 游 圈子里 顶级 第一章 剧情 原神 蒙德 剧情 强太多 画面 堆料 十足 空间站 主控 舱段 全高 根本 带不动 有人 说 优化 不行 只能 说 卡 优化 不好 流畅 优化 nb 挺 好笑 一点 自机 角色 会 世界 里 出现 这点 挺 代入 感 十足 知道 原神 玩家 有没有 发现 崩铁 任务分配 系统 原神 完全 游戏 现在 27 级 基本 没有 卡 等级 29 16 43 修改 仙舟 卡 等级 捏 31 卡到 34 剧情 真棒 可能 随手 清 宝箱 习惯 舍弃 原神 极其 不合理 考 钥匙 解锁 传说 任务 现在 貌似 等级 开拓 任务 进度 分配 电话 形式 手机 设定 新鲜 p5r 得益于 崩铁 开放 文本 体验 感 蛮 可玩性 记住 米哈 游家 游戏 基本 没有 可玩性 米家 游戏 养成 剧情 xp 非米家 用户 提醒 一下 那种 喜欢 王者 这种 moba 类型 吃 鸡 那种 射击 类型 铁道 不会 适合 身边 弃农 投元 数 过来 哈哈哈 想 找 一个 副 游 铁道 值得 尝试 一下 防云贴 一张',neg
'款 游戏 玩 年 之前 现在 bg 一直 出 皮肤 好看 800 糖果 一直 出欧 特曼 游戏 很多 小学生 可能 会 喜欢 成年人 初中生 现在 马上 出 一个 摸金 模式 套装 简直 糖分 超标 想要 和平 精英 那种 希望 香肠 派对 会 再次 辉煌 加油 达 达 整整 年 快乐 时光 全都 没有',pos
'原谅 网易',pos
'今天 心血来潮 下载 世界 发现自己 玩 两年 账号 无法 找回 多次 申请 客服 无济于事 心碎 不想 开新 号',neg
'会 不会 做 游戏 反馈 一个 bug 一直 没 回复 Bug 没修',neg
'情在 欲语 未语 时 真',pos
'立绘 建模 建模 入眼 每位 女 角色 独特 魅力 操作 细节 操作 适中 得心应手 游戏 冷门 好玩 推荐',pos
'无敌 无敌 一定 玩 明日 方舟',pos
'血红 法杖 召唤 蝙蝠 脚 下面 看着 太 别扭',pos
'精神',pos
'完全 感觉 不到 博弈 对战 快乐 无穷无尽 压力 想 战场 放松 一下 只会 感觉 非常 累 别放 人机 进去 放 专门 机队 想 暗区 对抗 搞 不上不下 真的 很累',neg
'系列 玩家 属于 情怀 五星 实际 内容 算 轻度 日常 基本上 10 分钟 搞定 问题 剧情 太拉 画质 移动 端的 问题 解决 差不多',pos
'回归 律者 律者',pos
'微信 支付 不了 诶',pos
'之前 喜欢 这种 游戏 这种 开放 世界 玩过 原神 游戏 不算 特别 肝 活动 简单 现在 等级 达到 60 不想 突破 衣服 女装 好看 男装 目前 剧情 主线 真的 很刀 分线 奇遇 刀 可玩度 高 想微 氪 入手 里面 元 皮肤 真的 超级 好看 氪 玩家 入手 活动 免费 获取 下载 烟云 别忘 vx 搜索 燕云 十六 声有 每日 签到 活动',pos
'超超超 超级 好玩 人物 真的 可爱 画风 戳 很多 整活 玩起来 真的 挺 愉快',pos
'抽卡 机制 令人 返未 剧情 行 数值 膨胀 逆天 迷思 海逆天 后面 爆率 低 可怜 71 级 目前 登录 337 天 迷思 海 300m 中 氪 喷 活动 小游戏 学生 党 没有 耐心 简直 浪费时间',pos
'记得 以前 小游戏',pos
'游客 账号 找 回来',neg
'以前 行 现在 别玩 很拉',neg
'能云 玩 迷你 世界 云 玩 安慕希 为啥 不能',pos
'对不起 阴阳师 错怪 不该 推荐 同学 现在 坐牢 改回 五星 不能 出货 每次 抽卡 抽 二三百 抽 已经 半年 没见 未 收录 求求 承认 我神 蛇 须佐 天照 泷 小美 拼 求求 没 碎片 寮 友换 成长 体验 垃圾 游戏 几个 月 抽 不到 新 角色 没见 差不多 你游 凉 抽卡 体验 垃圾 辣 看奉纳 收益 这不比超 鬼王 高',neg
'开服 玩家 刚 觉得 惊艳 毕竟 3D 乙游 很多 玩法 玩腻 觉得 枯燥 主线 迟迟 未 跟进 情况 活动 里 约会 剧情 令人 莫名其妙 男主们 各有特色 建模 好看 恋爱 感 没 代入 感 聊天 设定 女主 基本上 圈好 找 话题 非常 尬 自由度 不高 大多 剧情 无聊 幼稚 后期 剧情 一拖再拖 卡池 一波 一波 卡面 剧情 短 动不动 开车 感情 循序渐进 过程 没有 恋 深空 像是 造星 梦工厂',neg
'推 单看 游戏 自由度 比较 高 游戏 里 打扮 剧情 里 双重 选项 开启 故事 男主们 尊重 女性 三观 正 剧情 一波三折 单看 卡 卡面 精致 卡面 剧情 刚玩 小熊星座 北极星 千万 不要 小熊星座 抽卡 北极星 兑换 小熊星座 兑换 很多 东西 一定 好好 存',pos
'快 出瓦蕾 莎',neg
'好玩 流浪 体太难',pos
'优点 游戏 初期 玩法 行 传说 任务 简短 主题 明显 好看 新加 音游 喜欢 音乐 一直 没有 喷过 好听 之余 极富 每个 国家 特点 确实 做得好 美术 感觉 后期 地图 看着 有点 乏味 角色 设计 喜欢 瓦雷莎 可爱 捏 自由度 还行 不能 世界 建造 自由度 相对来说 比较 高 缺点 觉得 有目共睹 法务部 相当于 没有 事 官方 黑子 评论 不控 控为 着想 评论 初期 一直 节奏 不断 剧情 吃书 挺 严重 越来越 无聊 老 建模 死活 优化 差不多',pos
'说 白嫖党 半年 没 抽到 新式 神 以前 全 图鉴 玩 两年 模型 肯定 好看 抽卡 拒绝 肝是 一定 肝 不能 出货 一定 抽卡 每个 月 怀旧 服 大佬 很多 是不是 斗技 一点儿 不会 打本 御魂 没凑 强 带 带 退 坑 伤心',pos
'真无语 一个 萌新 进局 青铜 段位 全给 炸鱼 次次 振刀 没 破绽 三 a 青铜 体验 极差',neg
'这是 怎么回事',pos
'pc 玩家 没 陪你玩 少 碰 几端',neg
'不想 说 刚换 一个 新手机 进去 游戏 全是 乱码 玩 不了 一点',neg
'问 一下 蛋仔 换 手机 登回 以前 号 每次 换 登 回去 以前 皮肤 没',pos
'时看 评论 说 游戏 很刀 想 一个 像素 游戏 刀 错 震撼 真的 很大 连续 12 小时 剧情 完 真的 想 哭 难 特别 里面 游戏 玩法 单一 剧情 真的 出乎意料 重要 结局 感人 非常 建议 没有 玩过 玩 一下 里面 一个 细节 感人 葵 进行 时间 跳跃 万 多次 这时候 问题 知道 先 进行 时间 跳跃 先 总结 一下 已有 信息 下面 几点 剧情 里 明确 需要 推理 dlc 中 春人 葵 说 葵 死 前 牵过 手 葵说 这是 春人 第一次 说 牵 过手 循环 最后 一次 循环 牵手 两人 发现 共鸣 方法 世界 线 结束 第一次 死 春人 春人 喝 解药 会 死 两人 会 打开 盒子 正确 方法 前提 春人 死 葵 进行 循环 一人 进行 时间 跳跃 时间 点 A 另一人 原本 时间 点 A 之后 记忆 会 重置 葵 进行 多次 循环 总共 一万 多次 上面 进行 推理 春人先 喝药 葵后 喝药 春人 时间 点 葵 之前 时间 线 应该 春人 先死 葵活 下来 跳跃 回来 葵 已经 知道 开 盒子 方法 春人 知道 葵死 春人活 跳跃 回来 葵 时间 跳跃 记忆 覆盖 春人 知道 方法 葵 知道 春人 死 葵活 跳跃 回来 葵 时间 点 春人后 春人 时间 跳跃 记忆 不会 覆盖 葵和春人 知道 方法 春人 吃 了解 药 死 葵活 跳跃 此后 春人 时间 跳跃 记忆 始终 不会 覆盖 每次 两人 打开 盒子 每次 春人 死 也就是说 这种 情况 葵 死亡 次数 一次 葵 牵 过春人 手 葵只 可能 一次 死亡 时间 线 牵 过手 葵 说 这是 春人 第一次 说 相 矛盾 葵 说 葵 至少 死过 两次 葵 死 一次 后面 每次 葵 进行 循环 应该 听到 春人 说 葵 牵过 手 葵 死 一次 死亡 前 牵过 一次 手 葵 没有 死过 第二次 没有 出现 过葵 牵手 情况 春人先 喝药 可能 看看 葵先 喝药 时间 线 第一次 春人 先死 葵活 跳跃 葵 知道 方法 而春人 知道 葵死 春人活 跳跃 春人后 喝药 葵 记忆 不会 重置 两人 知道 方法 两人 吃药 春人 死 葵活 跳跃 葵 跳跃 春人 记忆 重置 葵 知道 方法 而春人 知道 葵死 春人活 跳跃 两人 知道 方法 两人 吃药 春人 死 葵活 跳跃 循环 这种 情况 葵是 会 死 多次 葵 活春人 死 一个 循环 里 有春人 活葵 死 循环 这时候 完全符合 上面 条件 得到 结论 解释 上面 春人 葵会 说 说明 葵 一次 循环 会 经历 真正 年数 14 年 七年 不会 记得 一次 葵 循环 葵都会 经历 一次 死亡 远远 一木 医生 所说 经历 七年 痛苦 简单 一次 会 经历 死亡 恐惧 单纯 经历 万 七千 多次 已经 非常 了不起 可能 春人 年 约定 而葵 约定 整整 守 将近 12 万年 轮回 次数 乘以 轮回 一次 年数 1771X7 几年 前 约定',pos
'玄机 攻击 打着 打着 卡 副本 房间 不了 下一关',pos
'好玩 端游 分成 多份 买 有点 亏',pos
'可玩性 找到 东西',pos
'老实 说 游戏 建模 剧情 抽卡 没 保底 理解 真的 理解',pos
'资源 获取 光夜 资源 蛮 攒 一周 800 小熊星座 每天 完成 任务 50 展览 答对 20 研习 兑换 里面 换 50 每月 签到 还会 羽毛 笔 画面 音乐 个人 觉得 马蓝 星 音乐 这块 做 挺 很多 听的歌 卡面 希望 马蓝 星少 崩卡 建议 想 做 零 氪 一定 攒 保底 下池 容易 小熊星座 两空 混池 一个 100 抽 随机 一个 抽到 140 抽 大约 3w 小熊星座 换卡 单人 池 基本上 第一次 普通 书简 换 普通 书简 不够 打算 下池 一定 一定 要攒够 180 抽 180 抽 换 复刻 生日卡 普通 书简 换 全部都是 限定 想 零 氪 想 拿下 自推 卡 只能 足够 欧了 零 氪 党 基本上 分 两种 一种 欧 一种 放弃 几个 池',pos
'操作 细节 真史 射击 完 不能 跑 必须 方向 轮移 自动 直线 奔跑 位置 不能 看着 敌人 走位 长 翻滚 键 疾跑 一直 按着 秒 几秒 锁定 奔跑 翻滚 体力 条 可连翻 次 次 翻滚 射击 一堆 敌人 拿枪 一直 翻射 不好意思 换弹 翻滚 途中 不能 换弹 换弹 跑 一直 按着 疾跑 键 边换 弹边 跑 翻滚 会 终止 换弹 跑 时 大幅度 转身 会 动作 停滞 一下 这点 导致 想 出去 突突 回 动作 变得 很傻 导致 游戏 体验 变差 舍弃 动作游戏 玩 探头 射击 敌人 回 掩体 不会 停滞 停滞 角色 转过身 方向 加速 跑 反正 玩 知道 评论 多半 游戏吧 玩 笑 死 操作 真史 换 掩体 掩体 很多 完 期间 会 敌人 锁定 反正 玩 火 动作游戏 充分利用 翻滚 调 灵敏度 中 太慢 高太快 主要 开镜 灵敏度 调 一下 反正 操作 真史 本来 想 直接 反馈 客服 找 客服 俩 选项 一项 充值 问题 一项 游戏 bug 笑 死 意见反馈 广告 过来 玩 笑 听说 操作 不好 没 剧情 活动 功能 没开 评价 立绘 建模 UI 不太 喜欢 咳咳 之前 愚见 表示 抱歉 如今 发现 尘白 独特 魅力 希望 尘白 不计前嫌 充分认识 尘白 咳咳 前面 旧时代 言论 24 年 月 16 号 现在 操作 体验 已经 优化 加上 角色 技能 机制 游戏 体验 提升 已经 极大 新出 卜卜 放大 招后 摇 不能 预 输入 射击 知道 有没有 优化 现在 操作 体验 已经 优化 完毕 建模 视觉 特效 迭代 优化 新春 版本 更新 福利 到位 说',pos
'今天 放假 挺 开心 差评 看看 孤儿院 院长',neg
'一星 齐司 礼 一星 一件 扫荡 月 卡 非常 幽默',neg
'游戏性 适合 挂 小窗 战斗 界面 有点 过于 简陋',pos
'副 游 值得 瑟瑟 更 值得',pos
'毫无 游戏性 看看 立绘',neg
'明日 方舟 非常 不错 非常 喜欢 使用 一位 开三 技能 70 一位 落地 每次 攻击 减少 攻击力 拥有 影子 两位 干员 年事已高 提交 告老 返乡 申请书 特 申请 鹰角 开发 解聘 功能 圆 老 干员 一个 心愿 数据 杀熟 推荐 牢 玩家 回坑 纯纯 fen',pos
'一发 没垫 20 抽出 新 角色 游戏 打击 感 不错 喜欢',pos
'boss 直接 跑 出场 地去 还行',neg
'全世界 最棒 女鹅 勇敢 正直 乐于助人 女鹅 暖 暖 喜欢',pos
'个人 喜欢 自由 世界 游戏 找来找去 玩 原神 款 游戏',pos
'主线 清晰 日常 任务 不难 式 神 抽取 总能 带给 惊喜',pos
'好玩 爱玩',pos
'新手 刚 玩 确实 很难 留住 建议 找个 新服 活动 找个 攻略 贴 看看 少 踩 雷',pos
'优点 休闲 隔三差五 登录 游戏性 不差 塔防 成就感 角色 好看 不骗 氪 缺点 扫荡 每天 号 挂机 选择 养老',pos
'挺好玩 光影 太卡',pos
'UI 设计 糟糕',neg
'想 问 一下 友友 亲 密度 最高 多少级 麻烦 解答 一下',pos
'狗运 游戏 有狗运 赢 不了 游戏 早点 炸 bug 说 平衡 不会 做',neg
'尼禄',pos
'bug 福利 差',neg
'游戏 前期 可玩性 高 后期 伙伴 岛 做 完 没什么 可玩性 望出 更 新 模式 新 玩法 增加 后期 玩家 可玩性',pos
'记得 买 没',pos
'许愿 今天 更新 转盘 五 抽出 发型 祥瑞',pos
'游戏 好玩 卡',pos
'作 深蓝 沙熟 已经 够 恶心 烦人 活动 更是 反感 玩 一年 实在 受不了 马上 逼 退 坑',neg
'玩 一段时间 剧情 耐看 整体 不错 男主 爆率 真的 低 米 家 风格 脸 黑得 不行 每次 保底 属实 心酸 活动 时间 不够 长 晶片 难 攒 all 推想 集全 活动 卡好 难 零 氪 玩家 实在 不算 友好 卡关 严重 卡牌 升级 难 每天 刷 材料 次数 限制 想 肝 肝 不动 玩得 心痛 痛 男主 真的 超爱 含泪 五星 求求 老米 延长 点 活动 时间 MR 卡 活动 看得 眼泪汪汪 一个 活动 已经 家徒四壁 实在 凑不出 晶片 呜呜',pos
'满分 分',pos
'玩 半个 月 感觉 挺 氪 玩 肝 就行了',pos
'难 绷 一天 碰个 五六回',pos
'旁白 指引 挺 有意思 玩法 个人感觉 挺 无聊',pos
'早上 十 容易 被牌 库卡 死',neg
'花 心思 弄 差分 宇宙 花 点 心思 提高 剧情 体验 以前 剧情 短 还好 现在 剧情 长 重复 几个 动作 不看 重复 动作 完 文字 点 部分 配音 说 几下 点 真的 米 桑 缇 宝 火种 那段 回忆 模型 立绘 语音 令人 搭不上 戏 敷衍了事 体验 真差 种 问题 懒得 吐槽 抽卡 保底 深渊 只能 说 随缘 之前 推选 入坑 现在 想 说 快 跑 想入 坑 尽快 下个 版本 可能 官方 主推 射雕 打折 郭靖 孩子 会 东方 降龙十八掌 我会 召唤 西方 大龙 攻击 东西 合璧 双龙 出击 所向披靡 估计 畅享 之前 版本 心动 行动 快入 坑 新 版本 剧情 拖时 长放 解密 烦不烦 最烦 每条 路 放个 怪 挡 解密 不难 遭 不住 臭 怪 附近 整个 剧情 拖拖 踏踏 下来 最后 做 完 记得 万敌 一个 找 Boss 时 解密 清小怪 Boss 进行 1V1 时 找 解除 Boss 不死 身时 解密 清怪 后续 改 不要 说 玩家 声音 尖锐 游戏 整体 下来 福利 剧情 这方面 版本 前 暂时 版本 体验 极差 剧情 做 评价 建议 官方 考虑 出 剧情 跳过 支线 活动 真的 无聊 角色 方面 铁打 辅助 流水 主 C 整体 评价 推选 入坑 暂时 建议 氪 金 版本 后面 继续 操作 角色 膨胀 方面 好好 调整 估计 会 一大 波退 坑潮',pos
'话 说 听说 游戏 公司 西山居 雷军 投资 真的 假',pos
'已经 气晕',neg
'以后 剧情 做 爆 金币',pos
'悟 肝 氪 度 差 数值 合理性 差 数值 合理性 差',neg
